split,session_label,calibration_profile_hash,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,replay_status,replay_policy,replay_dt_s,replay_command_source,actual_termination_group,sim_first_exit_reason,sim_first_exit_time_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,actual_x_end_m,actual_y_end_m,actual_z_end_m,sim_x_end_m,sim_y_end_m,sim_z_end_m,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_glide_ratio_x_over_altloss,sim_glide_ratio_x_over_altloss,glide_ratio_residual_actual_minus_sim,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg,max_abs_sim_phi_deg,max_abs_sim_theta_deg,max_abs_sim_p_rad_s,max_abs_sim_q_rad_s,max_abs_sim_r_rad_s
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v001,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.9,1.0822502,1.248514459,2.12067046,1.442349325,4.331429774,1.683418274,0.4033580285,-0.5916876406,0.2783062614,-0.8578048971,-0.637777965,-5.086558547,-16.3310964,4.843657986,3.125291161,0.3927941719,5.051279066,1.639533813,0.09677265768,3.595143528,3.802764608,-0.2076210797,1.004620702,-0.481136646,1.485757348,1.049555153,1.345576667,-0.2960215142,0.969789752,1.243313854,-0.2735241021,3.425397434,2.826122584,0.5992748499,1.156267434,-7.817010104,-9.525560471,17.19488985,-19.6381365,-12.41691595,16.83510087,17.19488985,1.052129123,0.5981654513,0.8578048971
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v002,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.995,1.1385988,1.282419316,2.040891736,1.479950106,4.589359399,0.6226423874,0.3052329553,-0.2698530317,-0.168013863,0.007753475554,-2.118223017,-6.950302658,-4.148907231,5.365923541,2.391235445,0.393870529,5.669212566,2.12062913,0.210125874,4.083504225,4.386793249,-0.3032890245,0.3503437092,0.0797373943,0.2706063149,1.086079577,1.269824232,-0.183744655,0.9538738117,1.115251687,-0.1613778752,3.759857298,3.454646035,0.305211263,-5.40557297,1.135251432,-10.86139981,17.6110079,-9.013948229,1.350492492,4.514260032,17.6110079,0.4788019493,0.9479973259,0.363909453
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v003,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.925,1.0095038,1.264145023,2.1037672,1.546616291,3.828827366,0.6045006115,0.6316980748,-0.100084781,0.1554788065,0.0509267603,-1.199816133,2.13415795,-7.476351238,4.225237295,2.252575582,0.3895887884,4.26716195,2.159563371,0.2387459818,2.961092272,3.003016926,-0.04192465451,0.1488083818,0.05579617104,0.09301221073,1.157027502,1.307870309,-0.1508428066,1.146134866,1.295557589,-0.1494227229,2.559223758,2.296112165,0.2631115926,2.176984028,4.289228479,-12.15752526,17.82557869,-4.42714637,7.587965018,4.289228479,17.82557869,0.1316509399,0.4417339994,0.3907600815
heldout,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v004,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.865,1.0865236,1.287717601,2.170039157,1.490362653,4.360049276,1.564095846,0.03166564626,-0.06460566629,-0.4368514409,-0.1601302128,6.410150826,-9.506451433,-10.89387627,5.332445831,2.646145412,0.3967577756,5.628445886,3.069576117,0.1306576788,4.04472823,4.340728285,-0.2960000551,0.4761062548,0.89953696,-0.4234307052,1.093604877,1.359704974,-0.2661000968,1.006517371,1.251427005,-0.2449096336,3.698527973,3.192404505,0.5061234676,-7.64891825,19.52682361,-14.75224888,12.26512355,-4.748778573,32.43561626,19.52682361,12.26512355,1.099302541,1.050295536,1.082217922
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v005,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1,1.073812,1.249733943,2.095042885,1.550297759,4.128559013,0.9632588229,0.05427418685,-0.1293190446,0.04685729334,-0.3059649249,3.313546796,-1.518962723,-7.697171352,4.760035907,2.515335191,0.3957866345,4.890801289,2.423909952,0.2783415075,3.510301964,3.641067346,-0.1307653816,0.4202923065,0.3288670671,0.09142523933,1.154511124,1.271956251,-0.117445127,1.075152005,1.184524154,-0.1093721499,3.040509433,2.862572783,0.1779366506,-14.49700119,5.977820828,-14.76812189,15.74104193,-9.732013738,14.08414035,5.977820828,15.74104193,0.3536357352,0.5178039017,0.6358978639
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2759417,1.283840267,2.191147199,1.415967952,5.18769646,1.808979066,0.2735891213,-0.1613633123,0.5006832893,-0.1884137294,6.589903103,-2.683867938,-10.68141719,5.823157809,2.57909438,0.3975550019,6.240007575,3.36347778,0.4509563426,4.539317543,4.956167308,-0.4168497653,0.3879471809,1.172330581,-0.7843833999,1.018412951,0.9650116099,0.05340134065,0.7981657395,0.7563132468,0.04185249267,4.457246484,5.135862882,-0.6786163984,-3.563416733,21.8865423,-21.82528603,20.44886745,-2.281238115,36.6926441,21.8865423,20.44940272,1.077181699,0.893918455,1.124734169
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.22,1.3306842,1.308852143,2.069284926,1.423418004,5.532721761,1.237635636,0.1972143739,-0.1832383719,0.659258763,-0.5226210516,4.144436704,-4.56458292,-9.087163654,5.97603541,2.503448094,0.3941130699,6.867561085,2.448115381,0.4959567561,4.667183267,5.558708943,-0.8915256752,0.4341631685,0.378830455,0.05533271349,1.029304935,0.9274612484,0.1018436862,0.7735155604,0.6969807325,0.07653482789,4.534305734,5.9934676,-1.459161866,10.43769566,7.192416271,-6.5509105,23.87907004,-1.307564565,10.30480031,7.709464682,23.87907004,0.6806125198,0.8728535319,0.8612277632
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2316014,1.272363657,2.075107882,1.476109762,4.998634286,1.021500925,0.269886967,-0.4887873504,0.2036736388,-0.07949877915,-0.6147122823,-4.125378717,-10.30900352,5.615350188,2.190842353,0.380526065,6.033096055,2.021837639,0.4064076715,4.34298653,4.760732398,-0.4177458674,0.1157344709,-0.0532702429,0.1690047138,1.095583697,1.06970209,0.02588160652,0.8895602883,0.8685456918,0.02101459654,3.964084665,4.450521731,-0.4864370667,7.6630518,4.033007761,-18.96350776,22.71661264,1.167887004,2.583374474,4.70297344,22.71661264,0.6635388652,0.9201145228,0.6218606028
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.265,1.2877676,1.266411151,2.164762383,1.548826516,4.999520858,1.185110272,0.3540636086,0.07851105979,0.7823782518,-0.4307779742,3.990776138,2.232568129,-9.96125723,5.115425084,2.501476283,0.3916911215,5.377391486,2.714820965,0.3419470214,3.849013933,4.110980335,-0.2619664019,0.3367139003,0.550058582,-0.2133446817,1.157135394,1.206879495,-0.04974410007,0.8985591767,0.9371873423,-0.03862816557,3.326329789,3.40628899,-0.07995920095,15.61104773,18.53750414,-15.25422837,23.57573431,1.538027462,33.94599058,18.53750414,23.67926778,0.4384082606,0.8751626397,0.8464903459
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.08,1.1676584,1.261258504,2.087068075,1.521481343,4.46216642,0.9288613308,0.516746985,-0.4587790367,0.5510324036,0.2795224437,2.128626023,2.191709572,-8.54750747,4.895167426,2.195716618,0.3875531953,4.754100068,2.697865369,0.207772789,3.633908921,3.492841564,0.1410673576,0.1086485437,0.6107972943,-0.5021487507,1.133928147,1.313708554,-0.1797804064,0.9711129105,1.125079521,-0.1539666107,3.204708279,2.658764422,0.5459438566,-2.811439718,18.34093589,-15.4634731,19.72735208,1.053298569,34.43833293,18.34093589,19.79370276,0.4587790367,0.8303683483,0.7777713917
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v011,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.1997485,1.1997485,1.266200549,2.041535338,1.578809365,4.790958624,1.101735688,-0.05951377408,-0.1445983103,-0.05382749838,0.2025128742,5.833369868,-2.679817246,-8.866884937,5.81038275,2.063038089,0.3966808181,5.770816334,2.953695817,0.3989639403,4.544182201,4.504615785,0.03956641588,0.02150275111,0.912160479,-0.8906577279,1.182128546,1.179845424,0.002283122134,0.9853136273,0.9834106267,0.001903000616,3.844067733,3.817971145,0.02609658784,-0.6139885987,19.8804924,-21.60405858,15.02288116,6.702532021,33.94568283,19.8804924,15.02389116,0.9305707286,0.8815302909,0.8354612849
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v012,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.13,1.186365,1.313589342,2.053670839,1.540145669,4.797448282,0.4876684438,0.6433408596,-0.5120547069,1.126428865,0.702384911,-2.833251244,5.622311552,-5.151403541,4.818744334,1.920452313,0.388226111,4.448230406,2.257902841,0.260009411,3.505154992,3.134641065,0.3705139278,-0.1332185263,0.2042320019,-0.3374505282,1.151919558,1.280136258,-0.1282167,0.9709655615,1.079040817,-0.1080752551,3.042881742,2.448677665,0.5942040766,6.401281876,9.656158132,-15.66466258,31.9039571,0.788248556,16.37732403,10.7040691,31.95013949,0.5120547069,1.294589235,0.7291740987
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v013,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.235,1.3377003,1.253748132,2.074237394,1.594311152,4.728599015,0.8345013308,-0.5812027977,-0.3819178844,-0.04021811502,-0.1391659467,4.135066921,-1.170046129,-6.921891907,5.964769962,2.423937265,0.3870037739,5.843081088,2.830881629,0.2067544721,4.711021829,4.589332955,0.121688874,0.3496998711,0.7566442354,-0.4069443643,1.207307379,1.38755668,-0.1802493018,0.9025245629,1.037270217,-0.134745654,3.902089818,3.307492242,0.5945975763,-0.07726395253,16.75718687,-23.1672557,17.52163708,-5.259805108,31.39398649,16.75718687,17.52163708,0.7201836372,0.8155930672,0.6347554572
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v014,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.975,1.125196,1.263018052,2.131562858,1.46806759,4.551469718,1.381281394,-0.08324873971,-0.1697356117,0.1333463154,-0.212903832,9.957521886,-4.673572643,-10.80463524,5.200159855,2.289752961,0.3902233441,5.458781054,3.255981638,0.1682721758,3.937141804,4.195763003,-0.2586211991,0.1581901036,1.12441878,-0.9662286765,1.077844246,1.299795415,-0.2219511683,0.9579168842,1.155172445,-0.1972555611,3.652792894,3.228018006,0.4247748876,-6.16990999,25.47264888,-8.527037988,8.585053576,6.667815189,45.90569879,25.47264888,9.952127601,0.7592192972,0.9097844646,1.239400928
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v015,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.015,1.0201985,1.282376027,2.150113826,1.528979371,4.623433357,0.4876545169,0.2529554432,-0.0501449105,-0.1768286541,0.9828316735,1.019767638,-6.803587441,-2.780158907,5.144127907,1.701779873,0.3981102432,5.341076252,2.681031135,0.387487455,3.86175188,4.058700226,-0.1969483451,-0.4483339525,0.5309173094,-0.9792512619,1.130869128,1.141491916,-0.01062278824,1.108479505,1.118891977,-0.01041247192,3.41485304,3.555610134,-0.1407570935,18.1202276,8.270894101,-6.795724909,14.58076682,13.87400101,14.8538159,8.880500093,14.58076682,0.6418705704,0.9116660351,0.9828316735
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v016,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.2,1.2229588,1.273660315,2.09135221,1.527515192,4.828104012,1.429594194,0.4065069789,-0.05761573027,0.5783287371,-0.4214631321,1.816677215,-0.6895725479,-13.70578911,5.291228892,2.659176315,0.3903005886,5.433198716,2.244061924,0.3505236216,4.017568577,4.159538401,-0.1419698238,0.5678241053,0.1527097142,0.4151143911,1.137214604,1.176991571,-0.03977696697,0.9298879109,0.9624131006,-0.03252518971,3.532814795,3.534042643,-0.001227847656,17.12836239,11.24909387,-22.34062081,24.4774049,-10.03082926,17.66711061,11.24909387,24.4774049,0.5037459133,0.8646818155,0.8407721711
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v017,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.155,1.2451841,1.301497512,2.121591348,1.510517526,4.682130016,2.156782101,-0.1057216422,-0.2683403829,-0.08930354113,-0.7625171749,2.221077987,-6.435310017,-18.75089729,5.983224133,2.985888293,0.3769307208,6.02570268,2.486106485,0.2518940967,4.681726621,4.724205167,-0.04247854632,0.8642969447,0.3645151365,0.4997818082,1.133586805,1.258623429,-0.1250366241,0.9103768715,1.010793046,-0.1004161747,4.130011569,3.753469908,0.3765416618,10.20616197,18.47745177,-15.01093696,20.07633225,-8.493367821,26.48822686,18.47745177,20.07633225,0.7565983788,0.9457081018,1.330654079
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v018,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.24,1.2761834,1.289662653,2.09431263,1.503139351,4.95692752,1.51774577,-0.0100985756,-0.2379778515,0.5267615965,0.02719930795,6.966938262,-2.416708978,-10.65595296,5.810377701,2.131646367,0.3967101877,5.932693086,3.327390008,0.3245548785,4.520715048,4.643030433,-0.122315385,0.03733373632,1.233077377,-1.195743641,1.106429163,1.178584472,-0.07215530925,0.8669828828,0.9235228043,-0.0565399215,4.08586035,3.939497373,0.1463629771,-6.834150709,25.73395145,-16.80718415,14.98880335,8.644473117,44.99994477,25.73395145,16.17476492,1.062288726,0.9145532101,1.028022503
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v019,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.005,1.0940274,1.258235466,2.152350751,1.479674169,4.472630901,1.171145417,0.1508608602,-0.2538357415,0.008051806672,0.1130369088,5.630616152,-3.70163475,-9.924875012,5.094107921,2.260514362,0.3903843011,5.256024613,2.979663143,0.2591260634,3.835872456,3.997789148,-0.161916692,0.1081636117,0.8273123924,-0.7191487807,1.089289868,1.220548105,-0.1312582377,0.9956696402,1.115646743,-0.1199771027,3.521443253,3.27540482,0.2460384332,-2.841553181,21.55044318,-14.38291376,11.70539358,4.391044899,36.64252765,21.55044318,11.82646459,0.8979252845,0.8622811999,0.9468006574
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v020,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.12,1.1946584,1.269532059,2.133984584,1.425908949,4.954493084,1.432150226,0.6579508208,-0.6753151275,0.6344623148,-0.5212436402,-1.375535003,-1.299111007,-11.71889329,5.311817352,2.917567509,0.3922195312,5.235746719,1.864960229,0.247662724,4.042285293,3.966214661,0.07607063252,0.7835829247,-0.2690243552,1.05260728,1.033689418,1.178246225,-0.1445568071,0.8652594064,0.9862620354,-0.121002629,3.910541428,3.366201882,0.5443395463,6.889521886,0.2771733581,-21.41081304,27.76051312,-15.78095515,-0.7144919864,11.71766051,27.76051312,0.6777661235,1.028818575,0.6267394723
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v021,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.205,1.2683023,1.293810037,2.087974345,1.564544854,4.784982621,1.397743694,0.4851499195,-0.3795438856,0.7675613304,0.1208873864,5.281453162,7.937318284,-10.79547371,4.914629739,2.345234497,0.3918342068,4.744482507,3.21479977,0.2157881944,3.620819701,3.450672469,0.1701472319,0.257260152,1.126825425,-0.8695652727,1.172710647,1.348756659,-0.1760460124,0.9246302295,1.063434687,-0.1388044573,3.087564448,2.558409959,0.5291544893,1.988866747,28.70306823,-29.75277501,13.85777668,-2.324411962,60.64707811,28.90497352,22.42210943,0.4319678732,0.8821018155,1.226619305
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v022,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.2,1.3026617,1.2962423,2.086298445,1.552412113,4.852397709,1.431725945,-0.4892960428,-0.2679959668,-0.4348080708,-0.6705522378,6.231255759,-5.845581457,-14.5784545,6.13345902,2.311217882,0.3965026532,6.385595676,2.485711326,0.2351433615,4.83721672,5.089353376,-0.2521366556,0.2249194368,0.3994128807,-0.1744934439,1.155909459,1.317268751,-0.1613592917,0.8873443192,1.011213234,-0.1238689153,4.184771291,3.86356495,0.3212063412,19.58903227,20.18065038,-8.384625717,18.32976318,5.674332016,27.49878524,20.18065038,18.32976318,1.000859167,1.052034414,1.051008184
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v023,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.09,1.1649905,1.257258786,2.144886512,1.429300185,4.842359258,1.885268751,0.2193530219,-0.6524967953,0.1991864376,-0.7969515431,3.10528643,-6.286074184,-15.73911968,5.539664805,3.27614627,0.3900794495,5.797029179,2.300153511,0.2931227943,4.282406019,4.539770393,-0.2573643745,1.131259758,0.1552669997,0.9759927582,1.039220736,1.136177391,-0.09695665519,0.8920422404,0.9752675158,-0.08322527539,4.12078577,3.995652818,0.1251329517,17.27391596,10.19656683,-20.9514875,21.79751136,-19.60289384,14.86160089,10.19656683,21.79751136,0.718133447,0.9313431774,1.111656372
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v024,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.225,1.235884,1.306256582,2.077102077,1.38860105,5.185188125,1.698801732,0.1283542105,-0.7245069493,-0.0488780483,-0.9449583944,6.233836058,-7.380050057,-15.34099276,5.739204812,2.607122408,0.3998240553,6.565538247,2.143502156,0.3812230859,4.43294823,5.259281665,-0.8263334348,0.5300203303,0.06640007877,0.4636202515,0.9887769943,1.007377964,-0.01860096937,0.8000564732,0.8151072137,-0.0150507405,4.483263926,5.220763064,-0.737499138,19.05047602,13.5629764,-11.58975375,23.95591829,0.2663080916,13.02232579,13.5629764,23.95591829,1.080466757,1.039886627,1.083226358
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v025,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.3583783,1.308977008,2.068617232,1.444943417,5.681339266,1.210246202,0.278348777,-0.07490372258,0.9003813751,-0.8225295385,7.249730345,0.7192528279,-10.78014227,5.780607423,2.120734157,0.3886503037,6.292944453,2.763013656,0.5298855006,4.471630415,4.983967445,-0.5123370302,0.05211692424,0.6943964239,-0.6422794996,1.056293113,0.9150579159,0.1412351969,0.7776133591,0.673639969,0.1039733901,4.23332346,5.446614207,-1.213290747,27.9874181,27.66387407,-25.85850117,20.61703905,12.44473172,41.48014037,27.66387407,22.94719244,0.8998531605,0.9256683487,1.011264779
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v026,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,1.06,1.4613187,1.262633103,2.024268499,1.350135612,5.965119766,1.011350954,-0.07764114252,-0.487981018,0.9255798315,0.1928272951,4.213714995,-7.180549331,-9.167275574,6.604973652,1.468865259,0.4837100367,7.882854861,2.304244951,0.3186097114,5.342340549,6.620221758,-1.277881209,-0.5554032401,0.2799764519,-0.835379692,0.8664255758,1.031525901,-0.1651003253,0.5929066505,0.7058870191,-0.1129803685,6.165954351,6.417891931,-0.2519375806,-16.82314097,-0.3379060915,-19.31603654,22.93888416,12.21085402,3.234916625,4.213714995,22.93888416,0.487981018,0.9255798315,0.7526933626
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v027,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.205,1.3228131,1.273461869,2.086693408,1.453127062,5.098216582,1.426511978,0.4491308255,-0.387414098,1.031376541,-0.0131511788,5.79574417,2.394182673,-11.01559497,5.40855848,2.267371651,0.396636432,5.222740903,3.316945835,0.09247092903,4.135096611,3.949279034,0.1858175766,0.1806782431,1.230252427,-1.049574184,1.05649063,1.360656133,-0.304165503,0.7986696155,1.028607997,-0.2299383813,3.913992698,2.902481339,1.011511359,3.481018347,30.73319767,-10.99486973,12.31281066,1.802550611,60.94882947,30.93036491,21.37317984,0.6103716785,1.035416834,1.218835094
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v028,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.22,1.4047216,1.257533018,2.103211301,1.375457455,5.577017401,1.552305939,0.2752917343,-0.2782624047,0.6180789626,-0.08832250113,4.680065819,-3.836344156,-8.912987187,6.113026733,2.542069401,0.3895156446,7.028050256,2.939057608,0.3929315223,4.855493714,5.770517237,-0.915023523,0.4388580998,0.8358463067,-0.3969882069,0.9859418106,0.9825259329,0.00341587767,0.70187702,0.6994453085,0.002431711501,4.924726452,5.873144966,-0.9484185149,14.36080793,4.798378652,-18.63621887,24.81184,-2.167759568,12.80876294,6.647682501,24.81184,0.4865245688,0.8778840634,1.010714486
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v029,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,0.97,1.3506091,1.282081343,2.093689859,1.337127815,6.345637463,1.150580506,-0.03611904591,-0.2674963762,0.7781245289,0.2182727827,8.419886461,-8.570275628,-7.692370565,6.602842074,1.463492553,0.8289792968,8.18086575,3.090631946,0.2789318288,5.320760731,6.898784407,-1.578023677,-0.6301973053,0.996942087,-1.627139392,0.5081485181,1.058195986,-0.5500474681,0.3762365573,0.7834953771,-0.4072588198,10.4708772,6.519382513,3.951494684,-13.08580495,6.805922269,-10.59246846,16.62079335,20.23783066,16.23957268,8.419886461,16.62079335,0.3693520039,0.9172265726,0.904571884
